City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Batagay-Alyta,67.8006,130.4114,34.47,62,100,6.06,RU,2022-09-10 16:38:59
295,Butembo,0.15,29.2833,58.69,91,100,1.9,CD,2022-09-10 16:38:59
296,Mundo Nuevo,18.7,-95.5,82.9,70,87,0.74,MX,2022-09-10 16:39:00
297,Semirom,31.4167,51.5667,71.53,25,69,1.92,IR,2022-09-10 16:39:00
298,Haileybury,47.449,-79.6373,77.58,44,5,9.4,CA,2022-09-10 16:39:00
299,Shubarshi,48.5872,57.1869,51.28,69,93,24.45,KZ,2022-09-10 16:39:01
300,Walvis Bay,-22.9575,14.5053,58.15,77,0,12.66,NA,2022-09-10 16:39:01
301,Brodokalmak,55.5748,62.082,43.7,59,82,9.69,RU,2022-09-10 16:39:01
302,Contamana,-7.3333,-75.0167,80.11,72,95,1.5,PE,2022-09-10 16:39:02
303,Ribeira Grande,38.5167,-28.7,72.0,78,75,24.16,PT,2022-09-10 16:39:02
304,Port-Gentil,-0.7193,8.7815,80.56,74,40,14.97,GA,2022-09-10 16:39:03
305,Dickinson,29.4608,-95.0513,90.07,63,0,5.75,US,2022-09-10 16:39:03
306,Tayoltita,24.0833,-105.9333,81.63,59,98,3.36,MX,2022-09-10 16:39:03
307,Gorontalo,0.5412,123.0595,73.87,93,72,3.29,ID,2022-09-10 16:39:04
308,Biak,-0.9131,122.8766,74.93,81,83,2.51,ID,2022-09-10 16:39:04
309,Manadhoo,5.7667,73.3833,80.6,85,30,13.02,MV,2022-09-10 16:39:04
310,Vilhena,-12.7406,-60.1458,80.82,69,80,12.66,BR,2022-09-10 16:38:09
311,Yaan,7.3833,8.5667,73.29,94,95,3.58,NG,2022-09-10 16:39:05
312,Rantoul,40.3084,-88.1559,84.02,58,0,3.44,US,2022-09-10 16:39:05
313,Joshimath,30.5667,79.5667,69.26,89,85,1.16,IN,2022-09-10 16:39:06
314,Acajutla,13.5928,-89.8275,82.67,77,99,10.54,SV,2022-09-10 16:39:06
315,Yakeshi,49.2833,120.7333,62.58,38,6,3.91,CN,2022-09-10 16:39:06
316,Miri,4.4148,114.0089,78.94,94,40,3.44,MY,2022-09-10 16:39:07
317,Qandala,11.472,49.8728,87.08,67,44,2.91,SO,2022-09-10 16:39:07
318,Seoul,37.5683,126.9778,72.97,68,0,6.91,KR,2022-09-10 16:39:07
319,Sioux Lookout,50.1001,-91.917,62.67,55,20,6.91,CA,2022-09-10 16:39:08
320,Orshanka,56.9161,47.8933,44.92,83,94,5.5,RU,2022-09-10 16:39:08
321,Axim,4.8699,-2.2405,76.98,81,37,10.74,GH,2022-09-10 16:39:09
322,Wyndham,37.6985,-77.6125,82.58,69,40,4.61,US,2022-09-10 16:40:09
323,Yacuiba,-22.038,-63.6797,73.27,18,2,6.73,BO,2022-09-10 16:40:10
324,Phan Thiet,10.9333,108.1,77.16,90,100,4.14,VN,2022-09-10 16:40:10
325,Mizan Teferi,6.9833,35.5833,62.62,97,98,0.4,ET,2022-09-10 16:40:10
326,Woodward,36.4337,-99.3904,70.97,67,75,12.66,US,2022-09-10 16:40:11
327,Salinopolis,-0.6136,-47.3561,85.08,66,72,12.97,BR,2022-09-10 16:40:11
328,Rawson,-43.3002,-65.1023,61.39,35,0,5.21,AR,2022-09-10 16:40:11
329,Ndioum,16.5129,-14.6471,93.29,41,100,6.91,SN,2022-09-10 16:40:12
330,Buala,-8.145,159.5921,79.92,79,45,9.13,SB,2022-09-10 16:40:12
331,Kavieng,-2.5744,150.7967,81.55,76,47,13.22,PG,2022-09-10 16:40:13
332,Luderitz,-26.6481,15.1594,70.11,42,31,17.29,NA,2022-09-10 16:40:13
333,Hami,42.8,93.45,82.81,16,13,7.83,CN,2022-09-10 16:40:13
334,Karratha,-20.7377,116.8463,71.44,41,0,6.8,AU,2022-09-10 16:38:12
335,Coari,-4.085,-63.1414,99.34,30,7,4.9,BR,2022-09-10 16:40:14
336,Preobrazheniye,42.9019,133.9064,60.46,80,96,3.22,RU,2022-09-10 16:40:14
337,Kushiro,42.975,144.3747,52.18,80,0,6.29,JP,2022-09-10 16:40:15
338,Portlethen,57.0547,-2.1307,62.78,74,100,9.22,GB,2022-09-10 16:40:15
339,Havoysund,70.9963,24.6622,46.63,86,100,22.15,NO,2022-09-10 16:40:15
340,Leh,34.1667,77.5833,61.07,51,75,4.94,IN,2022-09-10 16:40:16
341,Mnogovershinnyy,53.9353,139.9242,51.39,84,88,1.59,RU,2022-09-10 16:40:16
342,Kieta,-6.2167,155.6333,78.12,84,60,5.93,PG,2022-09-10 16:40:16
343,Severo-Kurilsk,50.6789,156.125,51.73,91,19,13.2,RU,2022-09-10 16:40:17
344,Kyshtovka,56.555,76.6271,44.26,85,54,3.42,RU,2022-09-10 16:40:17
345,Santa Isabel Do Rio Negro,-0.4139,-65.0192,95.0,40,98,5.7,BR,2022-09-10 16:40:17
346,Jalu,29.0331,21.5482,89.01,19,0,10.09,LY,2022-09-10 16:40:18
347,Lorengau,-2.0226,147.2712,80.4,81,37,6.15,PG,2022-09-10 16:40:18
348,Khandbari,27.3747,87.2039,71.64,88,51,2.59,NP,2022-09-10 16:40:18
349,Sitka,57.0531,-135.33,51.69,87,20,5.75,US,2022-09-10 16:40:19
350,Lethem,3.3803,-59.7968,91.87,48,85,4.97,GY,2022-09-10 16:40:19
351,Hun,29.1268,15.9477,88.81,18,0,9.51,LY,2022-09-10 16:36:56
352,Redmond,47.674,-122.1215,79.09,52,0,4.12,US,2022-09-10 16:39:31
353,Peace River,56.2501,-117.286,62.91,48,40,8.05,CA,2022-09-10 16:40:20
354,Grand-Santi,4.25,-54.3833,94.77,36,74,4.05,GF,2022-09-10 16:40:20
355,Barpali,21.2,83.5833,77.58,93,100,8.01,IN,2022-09-10 16:40:21
356,Gavle,60.6745,17.1417,59.38,64,9,1.99,SE,2022-09-10 16:40:21
357,Varadero,23.1536,-81.2514,90.36,67,99,5.06,CU,2022-09-10 16:40:21
358,Mus,39.0,41.75,68.32,15,0,4.74,TR,2022-09-10 16:40:22
359,Dunda,-8.1167,34.25,77.67,37,99,10.07,TZ,2022-09-10 16:40:22
360,Eldorado,-23.7869,-54.2836,75.07,49,29,9.01,BR,2022-09-10 16:40:22
361,Camana,-16.6228,-72.7111,63.82,72,44,10.51,PE,2022-09-10 16:40:23
362,Egvekinot,66.3167,-179.1667,35.08,79,0,4.85,RU,2022-09-10 16:40:23
363,Asfi,32.2994,-9.2372,75.47,76,12,18.37,MA,2022-09-10 16:40:24
364,Caravelas,-17.7125,-39.2481,79.5,48,0,10.04,BR,2022-09-10 16:40:24
365,Morgan City,29.6994,-91.2068,84.02,59,4,2.59,US,2022-09-10 16:40:24
366,Ankang,32.68,109.0172,66.61,93,50,0.85,CN,2022-09-10 16:40:25
367,Acapulco,16.8634,-99.8901,78.62,89,100,6.91,MX,2022-09-10 16:36:21
368,Kidal,18.4411,1.4078,99.09,22,78,8.23,ML,2022-09-10 16:41:25
369,Hurricane,37.1753,-113.2899,80.94,52,99,5.39,US,2022-09-10 16:41:26
370,Brigantine,39.4101,-74.3646,81.19,72,20,8.05,US,2022-09-10 16:41:26
371,Kindia,10.0569,-12.8658,75.0,81,100,2.75,GN,2022-09-10 16:41:26
372,Aklavik,68.2191,-135.0107,44.11,97,100,6.04,CA,2022-09-10 16:41:27
373,Launceston,-41.45,147.1667,44.8,78,50,10.36,AU,2022-09-10 16:41:27
374,Tarapur,19.85,72.7,80.89,89,98,8.03,IN,2022-09-10 16:41:27
375,Terrace Bay,48.7834,-87.1,60.6,76,100,5.53,CA,2022-09-10 16:41:28
376,Nalut,30.3333,10.85,96.39,14,0,13.18,LY,2022-09-10 16:41:28
377,Tual,-5.6667,132.75,80.69,82,100,10.67,ID,2022-09-10 16:41:28
378,Boulsa,12.6675,-0.5758,82.4,71,88,10.2,BF,2022-09-10 16:41:28
379,Bambari,5.768,20.6757,72.55,94,98,3.04,CF,2022-09-10 16:41:29
380,Saint-Francois,46.4154,3.9054,71.04,46,40,8.05,FR,2022-09-10 16:41:29
381,Dunedin,-45.8742,170.5036,46.8,84,47,7.0,NZ,2022-09-10 16:38:57
382,Shaoguan,24.8,113.5833,79.7,62,73,0.54,CN,2022-09-10 16:41:29
383,Yanam,16.7333,82.2167,76.35,96,100,6.35,IN,2022-09-10 16:41:30
384,Corinto,37.9407,22.9573,85.89,61,0,2.35,GR,2022-09-10 16:41:30
385,Sechura,-5.5569,-80.8222,74.1,57,97,11.56,PE,2022-09-10 16:41:30
386,Kloulklubed,7.0419,134.2556,77.5,67,93,3.49,PW,2022-09-10 16:41:31
387,Nanga Eboko,4.6833,12.3667,69.85,98,99,1.48,CM,2022-09-10 16:41:31
388,General Higinio Morinigo,-25.95,-55.9167,69.42,22,3,6.4,PY,2022-09-10 16:41:31
389,Los Llanos De Aridane,28.6585,-17.9182,74.95,92,40,9.22,ES,2022-09-10 16:41:32
390,Emba,48.8264,58.1442,50.32,73,100,25.46,KZ,2022-09-10 16:41:32
391,Varzea Da Palma,-17.5981,-44.7308,96.44,13,1,3.49,BR,2022-09-10 16:41:33
392,Atocha,-20.9333,-66.2333,57.18,16,1,25.99,BO,2022-09-10 16:41:33
393,Taphan Hin,16.2209,100.4198,76.44,94,100,4.88,TH,2022-09-10 16:41:33
394,Pafos,34.7667,32.4167,82.18,69,0,9.22,CY,2022-09-10 16:41:34
395,Kasongo-Lunda,-6.4667,16.8167,85.1,42,68,1.03,CD,2022-09-10 16:41:34
396,Teguldet,57.3064,88.1667,44.74,97,99,4.21,RU,2022-09-10 16:41:35
397,Port Lincoln,-34.7333,135.8667,49.6,76,1,5.19,AU,2022-09-10 16:41:35
398,Touros,-5.1989,-35.4608,82.53,60,5,18.43,BR,2022-09-10 16:41:35
399,Victoria,22.2855,114.1577,85.17,81,11,5.01,HK,2022-09-10 16:40:19
400,Gyor,47.6833,17.6351,70.12,46,20,17.27,HU,2022-09-10 16:41:36
401,Camacha,33.0833,-16.3333,76.42,69,20,10.36,PT,2022-09-10 16:41:36
402,Olinda,-8.0089,-34.8553,78.53,69,75,11.5,BR,2022-09-10 16:41:36
403,Lakes Entrance,-37.8811,147.981,43.16,65,74,16.96,AU,2022-09-10 16:41:37
404,Mangrol,21.1167,70.1167,82.83,84,100,1.34,IN,2022-09-10 16:41:37
405,Jablah,35.3614,35.9256,84.49,58,0,6.91,SY,2022-09-10 16:41:38
406,San Pedro De Macoris,18.4616,-69.2972,92.01,65,59,4.85,DO,2022-09-10 16:41:38
407,Ponta Delgada,37.7333,-25.6667,74.5,88,40,24.16,PT,2022-09-10 16:41:38
408,Rolante,-29.6506,-50.5758,63.66,43,1,7.02,BR,2022-09-10 16:41:39
409,Kabrai,25.4167,80.0167,87.19,59,27,5.44,IN,2022-09-10 16:41:39
410,Margate,51.3813,1.3862,71.69,77,13,3.0,GB,2022-09-10 16:41:39
411,Morondava,-20.2833,44.2833,74.37,73,0,11.39,MG,2022-09-10 16:41:40
412,Letlhakeng,-24.0944,25.0298,74.82,14,0,2.77,BW,2022-09-10 16:41:40
413,Lyuban,52.7985,28.0048,46.96,91,100,17.54,BY,2022-09-10 16:42:40
414,Nova Londrina,-22.7658,-52.985,84.33,44,41,10.27,BR,2022-09-10 16:42:41
415,Ruteng,-8.6136,120.4721,62.06,95,84,1.7,ID,2022-09-10 16:42:41
416,Tambopata,-12.7333,-69.1833,87.69,58,0,5.75,PE,2022-09-10 16:42:41
417,Upington,-28.4478,21.2561,84.58,12,0,8.05,ZA,2022-09-10 16:42:42
418,Brokopondo,4.75,-55.1667,89.29,43,21,1.86,SR,2022-09-10 16:42:42
419,Tawang,27.5833,91.8667,54.95,98,98,1.48,IN,2022-09-10 16:42:42
420,Pokhara,28.2333,83.9833,72.18,82,30,4.88,NP,2022-09-10 16:42:43
421,Alexandria,31.2156,29.9553,81.14,62,0,9.62,EG,2022-09-10 16:41:59
422,Kaeo,-35.1,173.7833,44.33,94,74,2.17,NZ,2022-09-10 16:42:43
423,Kamaishi,39.2667,141.8833,64.8,87,68,8.21,JP,2022-09-10 16:42:44
424,Dzerzhinsk,56.2389,43.4631,46.22,81,40,2.24,RU,2022-09-10 16:42:44
425,Huarmey,-10.0681,-78.1522,66.79,70,49,12.28,PE,2022-09-10 16:42:44
426,Arraial Do Cabo,-22.9661,-42.0278,91.36,57,0,17.27,BR,2022-09-10 16:42:45
427,Rosarito,32.3333,-117.0333,75.67,75,100,9.44,MX,2022-09-10 16:42:45
428,Piopio,-38.4667,175.0167,44.58,99,91,0.65,NZ,2022-09-10 16:42:45
429,Puerto Palomas,31.7667,-107.6167,81.77,43,30,6.62,MX,2022-09-10 16:42:46
430,Belaya Gora,68.5333,146.4167,43.18,83,100,4.45,RU,2022-09-10 16:42:46
431,Hualmay,-11.0964,-77.6139,65.05,70,64,9.24,PE,2022-09-10 16:42:47
432,Menongue,-14.6585,17.691,76.33,14,14,6.04,AO,2022-09-10 16:42:47
433,Tarabuco,-19.1667,-64.9167,60.42,39,43,13.04,BO,2022-09-10 16:42:47
434,Nueva Concepcion,14.2,-91.3,85.06,74,88,11.43,GT,2022-09-10 16:42:48
435,Samana,19.2056,-69.3369,89.82,70,20,9.22,DO,2022-09-10 16:42:48
436,Claveria,18.6074,121.0832,78.55,85,100,4.85,PH,2022-09-10 16:42:48
437,Hovd,48.0056,91.6419,59.67,41,1,4.27,MN,2022-09-10 16:42:48
438,Jiuquan,39.7432,98.5174,70.68,15,0,9.01,CN,2022-09-10 16:42:49
439,Basoko,1.2391,23.616,77.2,82,99,0.94,CD,2022-09-10 16:42:49
440,Havelock,34.8791,-76.9013,82.4,88,100,8.05,US,2022-09-10 16:42:49
441,Cabedelo,-6.9811,-34.8339,83.07,69,46,14.38,BR,2022-09-10 16:42:50
442,Mecca,21.4267,39.8261,93.88,37,79,3.24,SA,2022-09-10 16:40:02
443,Port Hardy,50.6996,-127.4199,50.18,100,100,3.44,CA,2022-09-10 16:42:50
444,El Cobre,20.0489,-75.9469,89.04,58,40,6.91,CU,2022-09-10 16:42:51
445,Agirish,61.9247,63.0231,42.21,84,99,3.69,RU,2022-09-10 16:42:51
446,Orbetello,42.4408,11.2196,82.42,60,64,2.3,IT,2022-09-10 16:42:51
447,Springbok,-29.6643,17.8865,64.89,28,56,5.39,ZA,2022-09-10 16:42:52
448,Zhangye,38.9342,100.4517,69.35,22,1,4.47,CN,2022-09-10 16:42:52
449,Saint-Michel-Des-Saints,46.6834,-73.9159,76.93,44,1,6.67,CA,2022-09-10 16:42:19
450,Nelson Bay,-32.7167,152.15,59.09,82,6,13.0,AU,2022-09-10 16:42:52
451,Rocha,-34.4833,-54.3333,55.08,53,14,15.66,UY,2022-09-10 16:38:26
452,Chippewa Falls,44.9369,-91.3929,60.98,90,40,3.44,US,2022-09-10 16:42:53
453,Krasnoselkup,65.7,82.4667,41.18,52,100,4.5,RU,2022-09-10 16:42:53
454,Vengerovo,55.6848,76.7471,46.58,67,47,5.01,RU,2022-09-10 16:42:54
455,Tevriz,57.509,72.4042,40.68,97,67,4.23,RU,2022-09-10 16:42:54
456,Okato,-39.2,173.8833,49.91,100,73,3.29,NZ,2022-09-10 16:42:55
457,West Plains,36.7281,-91.8524,78.22,79,100,4.61,US,2022-09-10 16:42:55
458,Kendari,-3.945,122.4989,74.34,87,94,2.13,ID,2022-09-10 16:42:56
459,Santa Maria,-29.6842,-53.8069,56.5,47,0,6.91,BR,2022-09-10 16:41:56
460,Izhma,65.0083,53.9113,41.13,96,89,3.06,RU,2022-09-10 16:40:51
461,Kirkenaer,60.4564,12.0582,52.27,78,100,1.36,NO,2022-09-10 16:43:56
462,Safford,32.834,-109.7076,82.11,57,0,12.66,US,2022-09-10 16:43:57
463,Itupiranga,-5.1347,-49.3267,98.92,22,18,1.48,BR,2022-09-10 16:43:57
464,Yelan,50.949,43.7378,49.17,53,6,8.08,RU,2022-09-10 16:43:57
465,Ekibastuz,51.6667,75.3667,63.99,26,94,14.88,KZ,2022-09-10 16:43:58
466,Sur,22.5667,59.5289,86.79,55,88,11.7,OM,2022-09-10 16:43:58
467,Corn Island,12.1694,-83.0418,82.63,74,98,1.97,NI,2022-09-10 16:43:58
468,Hatfield,51.7634,-0.2242,70.48,78,96,8.05,GB,2022-09-10 16:43:58
469,Chifeng,42.2683,118.9636,63.97,62,94,5.28,CN,2022-09-10 16:43:59
470,Bilma,18.6853,12.9164,98.11,12,76,6.62,NE,2022-09-10 16:43:59
471,Kenai,60.5544,-151.2583,49.08,81,0,12.66,US,2022-09-10 16:44:00
472,Mishkino,55.3389,63.9175,50.13,60,100,11.9,RU,2022-09-10 16:44:00
473,Bilibino,68.0546,166.4372,43.21,74,60,2.04,RU,2022-09-10 16:44:00
474,Coquimbo,-29.9533,-71.3436,53.33,87,100,5.75,CL,2022-09-10 16:44:01
475,Bosaso,11.2842,49.1816,89.71,57,59,3.27,SO,2022-09-10 16:44:01
476,Chantada,42.6088,-7.7712,87.55,34,3,9.01,ES,2022-09-10 16:44:01
477,Shenjiamen,29.9576,122.298,75.83,81,8,6.2,CN,2022-09-10 16:44:02
478,Isangel,-19.55,169.2667,73.6,87,4,5.14,VU,2022-09-10 16:44:02
479,Usolye-Sibirskoye,52.7519,103.6453,44.19,86,4,2.57,RU,2022-09-10 16:44:02
480,Cururupu,-1.8283,-44.8683,87.33,56,12,8.66,BR,2022-09-10 16:44:03
481,Ganzhou,28.8184,115.4327,73.65,64,32,4.68,CN,2022-09-10 16:44:03
482,Chanute,37.6792,-95.4572,82.51,47,40,8.05,US,2022-09-10 16:42:58
483,Boguchany,58.3814,97.4531,43.63,92,68,4.25,RU,2022-09-10 16:44:04
484,Aitape,-3.1374,142.3475,77.23,88,97,3.13,PG,2022-09-10 16:44:04
485,Pavilosta,56.8879,21.1859,60.71,62,100,8.48,LV,2022-09-10 16:44:05
486,Russkaya Polyana,49.417,31.9201,53.85,79,100,17.25,UA,2022-09-10 16:44:05
487,San Cristobal,7.7669,-72.225,84.38,49,39,9.71,VE,2022-09-10 16:43:40
488,Marrakesh,31.6315,-8.0083,95.07,31,75,11.5,MA,2022-09-10 16:40:21
489,Inhambane,-23.865,35.3833,69.93,82,0,11.18,MZ,2022-09-10 16:44:06
490,Ginir,7.1333,40.7,65.55,59,100,8.61,ET,2022-09-10 16:44:06
491,Maumere,-8.6199,122.2111,78.15,75,84,5.28,ID,2022-09-10 16:44:06
492,Finnsnes,69.2296,17.9811,50.76,88,100,3.78,NO,2022-09-10 16:44:07
493,Carai,-17.1889,-41.6947,87.75,19,0,5.95,BR,2022-09-10 16:44:07
494,Beruwala,6.4788,79.9828,78.01,88,96,8.16,LK,2022-09-10 16:44:07
495,Arman,59.7,150.1667,48.02,82,0,4.76,RU,2022-09-10 16:44:08
496,Tura,25.5198,90.2201,74.07,97,29,4.47,IN,2022-09-10 16:40:13
497,Sakakah,29.9697,40.2064,105.37,10,0,7.47,SA,2022-09-10 16:40:56
498,Manzanillo,20.3433,-77.1167,89.8,51,12,2.73,CU,2022-09-10 16:44:08
499,Takoradi,4.8845,-1.7554,78.3,78,55,12.71,GH,2022-09-10 16:44:09
500,Bundaberg,-24.85,152.35,65.21,61,97,4.0,AU,2022-09-10 16:44:09
501,Peniche,39.3558,-9.3811,81.09,81,3,7.27,PT,2022-09-10 16:44:10
502,Viedma,-40.8135,-62.9967,68.7,17,0,8.79,AR,2022-09-10 16:44:10
503,Camacupa,-12.0167,17.4833,77.09,17,32,5.93,AO,2022-09-10 16:44:11
504,Clyde River,70.4692,-68.5914,39.43,93,100,6.91,CA,2022-09-10 16:44:11
505,Zyryanka,65.75,150.85,42.84,90,100,2.26,RU,2022-09-10 16:44:11
506,Santo Augusto,-27.8508,-53.7772,57.72,52,25,9.53,BR,2022-09-10 16:44:12
507,Yei,4.095,30.6779,67.93,94,66,1.19,SS,2022-09-10 16:45:12
508,Kununurra,-15.7667,128.7333,78.78,65,11,5.75,AU,2022-09-10 16:45:13
509,Corrente,-3.7367,-43.3394,100.92,25,28,2.01,BR,2022-09-10 16:45:13
510,Muros,42.7762,-9.0603,83.68,61,20,1.97,ES,2022-09-10 16:45:13
511,Itarema,-2.9248,-39.9167,86.85,53,2,18.1,BR,2022-09-10 16:45:14
512,Vinkovci,45.2883,18.8047,74.25,49,0,8.05,HR,2022-09-10 16:45:14
513,Weida,50.7667,12.0667,64.96,80,86,7.27,DE,2022-09-10 16:45:14
514,Padang,-0.9492,100.3543,77.5,84,98,3.38,ID,2022-09-10 16:45:15
515,Shelabolikha,53.4131,82.6167,52.2,36,71,8.43,RU,2022-09-10 16:45:15
516,Levelland,33.5873,-102.378,77.2,50,26,7.09,US,2022-09-10 16:45:15
517,Iconha,-20.7931,-40.8111,91.81,33,4,9.62,BR,2022-09-10 16:45:16
518,Usinsk,65.9939,57.5281,42.82,89,100,6.24,RU,2022-09-10 16:45:16
519,Umm Kaddadah,13.6017,26.6876,96.01,26,77,6.8,SD,2022-09-10 16:45:17
520,Vikulovo,56.8167,70.6107,42.67,92,49,5.77,RU,2022-09-10 16:45:17
521,Kyra,49.5776,111.9753,54.34,78,99,5.55,RU,2022-09-10 16:45:17
522,Lubango,-14.9172,13.4925,78.66,34,75,5.75,AO,2022-09-10 16:43:08
523,Hibbing,47.4272,-92.9377,63.82,55,0,6.91,US,2022-09-10 16:45:18
524,Druzhba,52.0428,33.9453,57.54,33,87,9.86,UA,2022-09-10 16:45:18
525,Westport,41.1415,-73.3579,84.97,56,50,7.0,US,2022-09-10 16:44:37
526,Sao Filipe,14.8961,-24.4956,80.29,79,61,2.3,CV,2022-09-10 16:45:19
527,Bella Vista,36.4295,-94.2316,84.56,64,0,4.61,US,2022-09-10 16:43:49
528,Atherton,53.5237,-2.4935,67.75,69,100,1.01,GB,2022-09-10 16:45:19
529,Gaoua,10.2992,-3.2508,78.03,86,94,4.81,BF,2022-09-10 16:45:19
530,Vilyuysk,63.7553,121.6247,33.31,80,12,8.97,RU,2022-09-10 16:45:20
531,Cascais,38.6979,-9.4215,85.35,61,0,7.0,PT,2022-09-10 16:45:20
532,Loukhi,66.0764,33.0381,50.47,83,100,4.38,RU,2022-09-10 16:45:21
533,Melito Di Porto Salvo,37.9222,15.7714,84.76,54,1,12.66,IT,2022-09-10 16:45:21
534,Ewa Beach,21.3156,-158.0072,77.09,88,0,8.05,US,2022-09-10 16:45:21
535,Kulashi,42.2044,42.3494,68.09,73,0,2.3,GE,2022-09-10 16:45:22
536,Kamenka,51.3223,42.7678,48.54,53,6,7.83,RU,2022-09-10 16:45:22
537,San Quintin,30.4833,-115.95,77.34,72,100,14.65,MX,2022-09-10 16:45:22
538,Kulhudhuffushi,6.6221,73.07,80.26,84,67,12.95,MV,2022-09-10 16:45:23
539,Leshukonskoye,64.8989,45.7622,46.71,90,100,2.39,RU,2022-09-10 16:45:23
540,Okhotsk,59.3833,143.3,49.05,60,67,19.39,RU,2022-09-10 16:45:23
541,Pirot,43.1531,22.5861,67.89,81,23,3.6,RS,2022-09-10 16:45:24
542,Dustlik,40.5247,68.0358,75.16,34,9,8.25,UZ,2022-09-10 16:45:24
543,Starodub,52.5844,32.7633,56.01,39,86,7.78,RU,2022-09-10 16:45:25
544,Alyangula,-13.8483,136.4192,74.41,82,76,5.5,AU,2022-09-10 16:45:25
545,Berezniki,59.4152,56.8124,42.62,98,100,3.42,RU,2022-09-10 16:41:59
546,Roma,43.2128,-75.4557,81.68,56,0,0.0,US,2022-09-10 16:42:17
547,Marsh Harbour,26.5412,-77.0636,86.2,68,6,10.0,BS,2022-09-10 16:45:25
548,Kimberley,-28.7323,24.7623,82.09,10,0,11.5,ZA,2022-09-10 16:45:00
549,Ouro Preto Do Oeste,-10.7481,-62.2158,101.19,25,14,5.32,BR,2022-09-10 16:45:26
550,Nevelsk,46.6733,141.8633,55.89,60,0,6.35,RU,2022-09-10 16:45:26
551,Forrest City,35.0081,-90.7898,70.59,91,97,7.63,US,2022-09-10 16:43:54
552,Lewistown,40.5992,-77.5714,77.61,81,20,4.61,US,2022-09-10 16:45:27
553,Phangnga,8.4509,98.5298,80.64,91,100,3.13,TH,2022-09-10 16:46:27
554,Vitim,59.4511,112.5578,38.05,93,74,4.5,RU,2022-09-10 16:46:27
555,Te Anau,-45.4167,167.7167,33.57,90,31,0.72,NZ,2022-09-10 16:46:28
556,Omboue,-1.5746,9.2618,76.55,82,84,9.15,GA,2022-09-10 16:46:28
557,West Bay,19.3667,-81.4167,89.67,66,20,5.75,KY,2022-09-10 16:46:28
558,Jadu,31.953,12.0261,91.81,19,0,12.75,LY,2022-09-10 16:46:29
559,Verkhoyansk,67.5447,133.385,37.69,63,81,10.58,RU,2022-09-10 16:46:29
560,Ust-Omchug,61.15,149.6333,37.65,76,7,3.56,RU,2022-09-10 16:46:29
561,Port Hedland,-20.3167,118.5667,66.25,88,0,4.61,AU,2022-09-10 16:46:30
562,Baghdad,33.3406,44.4009,94.91,23,0,5.75,IQ,2022-09-10 16:46:30
563,Casambalangan,18.3765,122.1274,79.52,86,100,7.47,PH,2022-09-10 16:46:30
564,Rucheng,32.3883,120.5553,73.96,96,41,4.94,CN,2022-09-10 16:46:31
565,Hojai,26.0,92.8667,76.21,90,8,4.52,IN,2022-09-10 16:46:12
566,Sanger,36.708,-119.556,87.82,59,75,8.05,US,2022-09-10 16:46:31
567,Maniitsoq,65.4167,-52.9,44.92,78,100,14.63,GL,2022-09-10 16:46:31
568,Vanimo,-2.6741,141.3028,77.02,90,95,3.8,PG,2022-09-10 16:46:32
569,Bambous Virieux,-20.3428,57.7575,70.21,64,40,6.91,MU,2022-09-10 16:46:32
570,Butte,39.6499,-121.5677,90.99,23,0,5.75,US,2022-09-10 16:46:32
571,Rikitea,-23.1203,-134.9692,72.45,73,5,15.17,PF,2022-09-10 16:46:33
572,Kirakira,-10.4544,161.9205,77.86,87,32,7.34,SB,2022-09-10 16:46:33
573,Tamworth,52.634,-1.6959,68.99,77,96,5.14,GB,2022-09-10 16:46:34
574,Knysna,-34.0363,23.0471,58.77,77,99,5.82,ZA,2022-09-10 16:46:34
575,San Patricio,28.017,-97.5169,89.91,50,42,3.8,US,2022-09-10 16:46:34
576,La Asuncion,11.0333,-63.8628,87.53,62,17,16.11,VE,2022-09-10 16:46:35
577,Ostrovnoy,68.0531,39.5131,48.78,85,93,8.14,RU,2022-09-10 16:46:35
578,Tsuruga,35.6455,136.0558,75.63,91,48,2.37,JP,2022-09-10 16:46:35
579,Punta Arenas,-53.15,-70.9167,50.11,57,0,13.8,CL,2022-09-10 16:46:36
580,Kaitangata,-46.2817,169.8464,39.11,95,16,3.33,NZ,2022-09-10 16:46:36
581,Hamilton,39.1834,-84.5333,81.73,68,75,5.75,US,2022-09-10 16:43:36
582,Busselton,-33.65,115.3333,50.41,90,71,4.0,AU,2022-09-10 16:46:37
583,Alice Springs,-23.7,133.8833,57.22,26,100,0.0,AU,2022-09-10 16:43:24
584,Valparaiso,-33.0393,-71.6273,61.0,83,100,14.97,CL,2022-09-10 16:46:37
585,Constitucion,-35.3333,-72.4167,56.98,57,0,4.83,CL,2022-09-10 16:46:38
586,Bredasdorp,-34.5322,20.0403,56.95,69,80,11.83,ZA,2022-09-10 16:46:38
587,Pisco,-13.7,-76.2167,65.01,77,100,6.91,PE,2022-09-10 16:46:38
588,Mehamn,71.0357,27.8492,46.35,93,100,16.11,NO,2022-09-10 16:46:38
589,Leningradskiy,69.3833,178.4167,34.61,89,18,9.95,RU,2022-09-10 16:46:39
590,Vardo,70.3705,31.1107,49.98,71,100,16.11,NO,2022-09-10 16:46:39
591,Mataura,-46.1927,168.8643,36.57,98,16,2.57,NZ,2022-09-10 16:46:39
