City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
431,Zaraza,VE,90.48,clear sky,9.3503,-65.3245,
432,Khash,IR,79.66,clear sky,28.2211,61.2158,
433,Christchurch,NZ,49.91,fog,-43.5333,172.6333,
434,Ashqelon,IL,83.82,clear sky,31.6693,34.5715,
435,Nabire,ID,74.21,light rain,-3.3667,135.4833,
436,Zhuhai,CN,87.85,few clouds,22.2769,113.5678,
437,Antofagasta,CL,61.59,scattered clouds,-23.65,-70.4,
438,Ampanihy,MG,73.0,clear sky,-24.7,44.75,
439,Avila,ES,87.66,scattered clouds,40.5833,-5.0,
440,Sumbe,AO,73.08,few clouds,-11.2061,13.8437,
441,Altay,CN,65.91,overcast clouds,47.8667,88.1167,
442,Launceston,AU,43.81,few clouds,-41.45,147.1667,
443,Constitucion,CL,53.55,overcast clouds,-35.3333,-72.4167,
444,Horsham,GB,73.26,scattered clouds,51.064,-0.3272,
445,Boa Vista,BR,90.81,few clouds,2.8197,-60.6733,
446,Ritchie,ZA,79.99,broken clouds,-29.038,24.6028,
447,Ilongero,TZ,75.31,broken clouds,-4.6667,34.8667,
448,Synya,RU,42.64,overcast clouds,65.3718,58.0387,
449,Nanortalik,GL,44.58,scattered clouds,60.1432,-45.2371,
450,Santa Maria Del Oro,MX,74.16,clear sky,25.9333,-105.3667,
451,Clarksburg,US,77.11,overcast clouds,39.2807,-80.3445,
452,Savannah Bight,HN,83.77,broken clouds,16.45,-85.85,
453,Saint Marys,US,89.08,clear sky,30.7305,-81.5465,
454,Illapel,CL,56.86,overcast clouds,-31.6308,-71.1653,
455,Khazar,RU,70.75,broken clouds,41.9974,48.3332,
456,Kajaani,FI,50.05,clear sky,64.2273,27.7285,
457,Pevek,RU,39.97,clear sky,69.7008,170.3133,
458,Baltiysk,RU,60.03,overcast clouds,54.6538,19.911,
459,Sao Filipe,CV,79.99,light rain,14.8961,-24.4956,
460,Maragogi,BR,78.67,overcast clouds,-9.0122,-35.2225,
461,Suzun,RU,53.51,moderate rain,53.7841,82.3116,
464,Kot Kapura,IN,83.79,scattered clouds,30.5833,74.9,
465,Buala,SB,78.58,light rain,-8.145,159.5921,
466,Port Shepstone,ZA,66.79,overcast clouds,-30.7414,30.455,
467,Salalah,OM,80.69,broken clouds,17.0151,54.0924,
468,Auki,SB,75.94,overcast clouds,-8.7676,160.7034,
469,Finschhafen,PG,78.62,overcast clouds,-6.6024,147.8681,
470,Camopi,GF,95.74,broken clouds,3.1655,-52.3158,
471,Dhamtari,IN,74.66,light rain,20.7072,81.5497,
472,Peruibe,BR,65.23,overcast clouds,-24.32,-46.9983,
473,Yellapur,IN,70.07,overcast clouds,14.9667,74.7167,
474,Sorong,ID,79.23,overcast clouds,-0.8833,131.25,
475,Kailua,US,76.98,few clouds,21.4022,-157.7394,
476,Nouadhibou,MR,75.67,few clouds,20.931,-17.0347,
477,Saint-Gaudens,FR,86.02,clear sky,43.0833,0.6667,
478,Shieli,KZ,57.34,clear sky,44.1667,66.75,
479,Noumea,NC,75.99,few clouds,-22.2763,166.4572,
480,Marsaxlokk,MT,86.61,clear sky,35.8419,14.5431,
481,Wilmington,US,89.51,broken clouds,34.2257,-77.9447,
482,Yar-Sale,RU,45.12,overcast clouds,66.8333,70.8333,
483,Tignere,CM,72.91,light rain,7.3667,12.65,
484,Jinxi,CN,71.62,few clouds,30.4323,116.2922,
485,Plastun,RU,56.57,overcast clouds,44.7561,136.2939,
487,Sloboda,RU,59.67,overcast clouds,51.1421,40.3021,
488,Bara,NG,82.81,broken clouds,10.3744,10.7288,
489,Porto Nacional,BR,96.8,scattered clouds,-10.7081,-48.4172,
490,Tazovskiy,RU,37.89,overcast clouds,67.4667,78.7,
491,Perth,AU,59.79,scattered clouds,-31.9333,115.8333,
492,Pizarro,CO,80.62,broken clouds,4.9533,-77.366,
493,Cockburn Town,TC,85.96,scattered clouds,21.4612,-71.1419,
494,Montrose,US,60.73,broken clouds,38.4166,-108.2673,
495,Ushtobe,KZ,60.24,overcast clouds,45.2514,77.9838,
496,Mukhen,RU,58.55,overcast clouds,48.1,136.1,
497,Mogadishu,SO,76.69,overcast clouds,2.0371,45.3438,
498,Omboue,GA,77.49,broken clouds,-1.5746,9.2618,
499,Pangnirtung,CA,42.8,light rain,66.1451,-65.7125,
500,Brae,GB,57.25,overcast clouds,60.3964,-1.353,
501,Lahaina,US,79.81,overcast clouds,20.8783,-156.6825,
502,Mandalgovi,MN,60.64,few clouds,45.7625,106.2708,
503,Bhimunipatnam,IN,80.11,overcast clouds,17.8833,83.4333,
504,Visnes,NO,63.82,few clouds,59.3556,5.2242,
505,Arrecife,ES,75.18,few clouds,28.963,-13.5477,
506,Uporovo,RU,42.84,broken clouds,56.3109,66.2693,
507,Gualaceo,EC,57.04,overcast clouds,-2.9,-78.7833,
508,Kasongo,CD,80.4,light rain,-4.45,26.6667,
509,Salina Cruz,MX,78.78,overcast clouds,16.1667,-95.2,
510,Komsomolskiy,UZ,70.52,broken clouds,40.4272,71.7189,
511,Shache,CN,79.9,overcast clouds,38.4167,77.2406,
512,Yuancheng,CN,63.05,scattered clouds,36.652,107.7896,
513,Mo I Rana,NO,53.33,broken clouds,66.3128,14.1428,
514,Swellendam,ZA,54.72,overcast clouds,-34.0226,20.4417,
515,Shenjiamen,CN,76.59,overcast clouds,29.9576,122.298,
516,Ossora,RU,49.89,overcast clouds,59.2353,163.0719,
517,Yenisehir,TR,80.65,few clouds,40.2644,29.6531,
518,Kabompo,ZM,83.7,clear sky,-13.5927,24.2008,
519,Koumac,NC,73.4,few clouds,-20.5667,164.2833,
520,Gornopravdinsk,RU,38.34,scattered clouds,60.05,69.9,
521,Umm Kaddadah,SD,95.54,overcast clouds,13.6017,26.6876,
522,Havoysund,NO,44.83,light rain,70.9963,24.6622,
523,Tomohon,ID,67.14,overcast clouds,1.3346,124.8392,
524,Olavarria,AR,65.01,clear sky,-36.8927,-60.3225,
525,Hofn,IS,53.38,overcast clouds,64.2539,-15.2082,
526,Morant Bay,JM,93.7,broken clouds,17.8815,-76.4093,
527,Kaohsiung,TW,81.03,broken clouds,22.6163,120.3133,
528,Nome,US,46.47,light rain,64.5011,-165.4064,
529,Bonthe,SL,76.24,light rain,7.5264,-12.505,
530,Amapa,BR,94.64,broken clouds,1.0,-52.0,
531,Northam,GB,69.62,overcast clouds,51.0333,-4.2167,
532,Coquimbo,CL,58.73,broken clouds,-29.9533,-71.3436,
533,Praya,CV,82.62,scattered clouds,14.9215,-23.5087,
534,Vao,NC,72.03,clear sky,-22.6667,167.4833,
535,Axim,GH,79.0,overcast clouds,4.8699,-2.2405,
536,Albury,AU,48.33,light rain,-36.0833,146.9167,
537,Sinnamary,GF,86.56,broken clouds,5.3833,-52.95,
538,El Cairo,CO,71.33,overcast clouds,4.7591,-76.2223,
539,Vaasa,FI,57.29,clear sky,63.096,21.6158,
540,Temerloh,MY,74.35,overcast clouds,3.4483,102.4176,
541,Fortuna,US,62.94,broken clouds,40.5982,-124.1573,
542,Talikota,IN,74.17,overcast clouds,16.4833,76.3167,
543,Iguape,BR,65.52,overcast clouds,-24.7081,-47.5553,
544,Yola,NG,83.48,broken clouds,9.2,12.4833,
545,Gbarnga,LR,76.66,moderate rain,6.9956,-9.4722,
546,Tilichiki,RU,46.0,overcast clouds,60.4667,166.1,
547,Senno,RU,50.27,broken clouds,59.5336,33.9167,
548,Lagoa,PT,71.74,overcast clouds,39.05,-27.9833,
549,Tayginka,RU,45.46,overcast clouds,55.6244,60.5076,
550,Ambulu,ID,74.97,overcast clouds,-8.345,113.6058,
551,Hare Bay,CA,56.19,overcast clouds,48.8499,-54.0148,
552,Champerico,GT,84.74,overcast clouds,14.3,-91.9167,
553,Hamilton,US,74.03,mist,39.1834,-84.5333,
554,Callaway,US,73.9,moderate rain,30.153,-85.5699,
555,Kyra,RU,49.28,scattered clouds,49.5776,111.9753,
556,Camacha,PT,74.62,scattered clouds,33.0833,-16.3333,
557,Aklavik,CA,39.2,light rain,68.2191,-135.0107,
558,Ranau,MY,69.8,light rain,5.9538,116.6641,
559,Khandyga,RU,32.54,scattered clouds,62.6667,135.6,
560,Koson,UZ,66.52,clear sky,39.0375,65.585,
561,Wick,GB,62.65,overcast clouds,58.4333,-3.0833,
562,Saint Anthony,US,69.93,clear sky,45.0205,-93.218,
563,San Felipe,VE,95.88,overcast clouds,10.3399,-68.7425,
564,Grand Gaube,MU,72.37,clear sky,-20.0064,57.6608,
565,Talnakh,RU,35.26,light snow,69.4865,88.3972,
566,Barabai,ID,73.36,broken clouds,-2.5833,115.3833,
567,Rudbar,AF,87.33,clear sky,30.15,62.6,
568,Esperance,AU,59.4,broken clouds,-33.8667,121.9,
